tool,sentence
appdynamics,JBOSSHOME/bin/karaf/
appdynamics,JBOSSHOME/etc/jboss-fuse-wrapper.conf
appdynamics,-javaagent:/agenthome/javaagent.jar
appdynamics,"The JVM Loads the argument when it is passing in the wrapper.conf, but as mentioned before the application is not working when the argument is loaded in the JVM."
appdynamics,have anyone instrumented JBoss Fuse ESB with app dynamics before?
appdynamics,"I implement AppDynamics in my iOS app, I put everything in doc 
 like initWithKey licence key, but if I write initWithKey in appDelegate my all service request return nil."
appdynamics,Can anyone help me Thank you.
appdynamics,How to copy an existing dashboard to the new project in appdynamics.
appdynamics,"How does AppDynamics works internally, In my current company we are planning to use AppDynamics but teams want to know how it actually works such as How it collects data, how does it communicate and how it intercepts java transactions and other related stuff."
appdynamics,So I tried looking into AppDynamics knowledge base but did not get accurate technical answer I need.
appdynamics,not new to coding but I have been working in python before and shaking the rust off my Powershell and working with xml.
appdynamics,We are trying to automate the deployment of AppDynamics's .net agent and we have the deployment piece down as well as upgrade.
appdynamics,Now I am trying to include specific applications and tiers running on IIS.
appdynamics,So again shaking off rust here but I am trying the find a simple script to update the config.xml to add the application and update the tier from IIS.
appdynamics,It's not a complex xml file but any help or direction would be helpful
appdynamics,Just trying to find the right syntax to update the nodes properly and arguments
appdynamics,"
 
 #what I need updated
&lt;?xml version=""1.0"" encoding=""utf-8""?&gt;
&lt;appdynamics-agent xmlns:xsd=""http://stuff.com"" xmlns:xsi=""http://stuff.com""&gt;
  &lt;controller host=""test.saas.appdynamics.com"" port=""123"" ssl=""true"" enable_tls12=""true""&gt;
  &lt;applications&gt; #need to create this
    &lt;application default=""true"" name=""app1"" /&gt; #need to add the default='true' if there is more than one app
    &lt;application name=""App2""/&gt; #this 
  &lt;/applications&gt; #this
    &lt;account name=""testacct"" password=""123456"" /&gt;
  &lt;/controller&gt;
  &lt;machine-agent /&gt;
  &lt;app-agents&gt;
    &lt;IIS&gt;
      &lt;applications&gt; #there by default with the default settings 
        &lt;application controller-application=""app1"" path=""/app1path"" site=""WebSite1""&gt; # need to add this
          &lt;tier name=""app1-1"" /&gt; #and this
        &lt;/application&gt; #this too
        &lt;application controller-application=""app2"" path=""/app2path"" site=""WebSite2""&gt; #some more
          &lt;tier name=""app2-2"" /&gt; #you guessed it
        &lt;/application&gt; #this as well
      &lt;/applications&gt; #ends with this
    &lt;/IIS&gt;
  &lt;/app-agents&gt;
&lt;/appdynamics-agent&gt;"
appdynamics,We have a spring boot app running in pivotal cloud foundry and we have also configured appdynamics and we can now see our app on appd controller GUI.
appdynamics,"I would like to build a appd dashboard and call actuator end points like info , health."
appdynamics,How do i do this?
appdynamics,"Or I am also open to other ideas on building appd dashboard for micro services
Please advise"
appdynamics,"I want to load ""application flow map"" data (that can be seen on the web UI dashboard) from AppDynamics APIs."
appdynamics,My goal is to upload the data in Neo4j so we can study our microservices architecture using graph algorithms.
appdynamics,The AppDynamics Application Model API doesn't seem to provide data up to this level.
appdynamics,"I'll build a client later but for now I use curl with requests like:
curl --user MyUserName:MyPassword  https://hostname/controller/rest/applications/OurApp/tiers  and variations of this according to the documentation"
appdynamics,https://docs.appdynamics.com/display/PRO45/Application+Model+API
appdynamics,Only curl requests for now.
appdynamics,See point 2.
appdynamics,I expect a JSON output all the tiers of OurApp with interactions between them.
appdynamics,I am facing  Magic v1 does not support record headers  while consuming the messages form Kafka.
appdynamics,I understand this comes for the older kafka client version.
appdynamics,But in my case AppDynamics is injecting a SingularityHeader as given below -
appdynamics,Kafka Client Version - 0.10.2.0.
appdynamics,I need suggestions here other than Upgrading Kafka Client version to 0.11.x from 0.10.2.0 (that is not an option).
appdynamics,Is there a way to disable this from APPD itself ?
appdynamics,I have a set of webservice endpoints.
appdynamics,I'd like to use AppDynamics to collect metrics on the performance &amp; error rate of these endpoints.
appdynamics,Are Business Transactions the right tool to use for this?
appdynamics,"If not, then what  are  Business Transactions useful for?"
appdynamics,(The documentation explains that Business Transactions monitor a single transaction from end-to-end.
appdynamics,"I should conceptualize my transactions ""from the end user's perspective"" etc."
appdynamics,But this doesn't answer my question - what usecase do Business Transactions fulfill that isn't better suited to Information Points or Service Endpoints etc.?)
appdynamics,I have a web application running on JBoss/Wildfly and using RESTEasy.
appdynamics,I'm monitoring it with AppDynamics.
appdynamics,I've configured my business transaction detection to use a Java Servlet.
appdynamics,"This just about works, but some of my REST paths contain UUIDs, for example:"
appdynamics,"Each time this end-point is invoked with a different UUID, AppD treats it as a different business transaction."
appdynamics,"Is there a way to make AppD recognise UUIDs within a path, and group these into a single business transaction?"
appdynamics,Something like:
appdynamics,I should be able to do it by applying a regex to the request's path info:
appdynamics,or even just
appdynamics,but I can't figure out how to escape it properly.
appdynamics,"doesn't work, and neither does"
appdynamics,I cloned the image from  https://github.com/Appdynamics/docker-machine-agent
appdynamics,and executed the  docker-compose up  command after the machine agent installation.
appdynamics,But I am getting below error while starting the machine agent.
appdynamics,docker-compose up
appdynamics,Creating docker-machine-agent ... done
appdynamics,Attaching to docker-machine-agent
appdynamics,docker-machine-agent | /bin/sh: 1: /opt/appdynamics/machine-agent//start-appdynamics: not found
appdynamics,docker-machine-agent exited with code 127
appdynamics,We are using AppDynamics and VisualVM to monitor our application heap memory usage.
appdynamics,We see similar graph as stated in these questions -  this  and  this .
appdynamics,the red boxes show idle system heap usage - peaks are seen only when system is in idle state and are even observed when no application is deployed.
appdynamics,"the green arrow points to actual application in use state - When system is in use, we see relatively very less heap usage being reported."
