tool,sentence,neg,pos,neu,com
appdynamics,-javaagent:C:\javaagent.jar,0.0,0.0,1.0,0.0
appdynamics,"However, the aem do not start after this.",0.0,0.0,1.0,0.0
appdynamics,I have kept AppMachineAgent folder in the same drive as the AEM installation.,0.0,0.0,1.0,0.0
appdynamics,"However, javaagent.jar is not kept in the bin folder of the AEM.",0.0,0.0,1.0,0.0
appdynamics,Do I need to keep it in the bin folder?,0.0,0.0,1.0,0.0
appdynamics,Any suggested steps I am missing?,0.355,0.0,0.645,-0.296
appdynamics,I am having multiple java application configured in my app-dynamics controller and they have their own java agent running and reporting the metrics.,0.0,0.0,1.0,0.0
appdynamics,My problem is that SLA for each application is different and if i change the slow transaction threshold for a single application.,0.124,0.0,0.876,-0.4019
appdynamics,"it changes it for other application as well, which is creating lot of trouble for me.",0.135,0.215,0.65,0.1531
appdynamics,So my question is how to configure separate transaction threshold for each application in AppDynamics controller  ?,0.0,0.0,1.0,0.0
appdynamics,I am able to authenticate and fetch details using local user account using the python SDK of App Dynamics is there a way to authenticate using AD from python API or using the REST/curl.,0.0,0.063,0.937,0.2732
appdynamics,Is it possible to create a stacked area graph in AppDynamics?,0.0,0.189,0.811,0.2732
appdynamics,I want to show the cumulative effects of API response and browser DOM ready to visualize where variance is originating.,0.0,0.183,0.817,0.4215
appdynamics,"I can put both of these on a single graph, but if I choose Area, they overlap.",0.0,0.0,1.0,0.0
appdynamics,How do I get them to stack?,0.0,0.0,1.0,0.0
appdynamics,"I'm on AppDynamics Version 4.3.1.2, build 47",0.0,0.0,1.0,0.0
appdynamics,"I just testing AppDynamics for my database, I am able get it work on MySQL 5 and SQL Server 2014, but I got a JDBC error on SQL Server 2005.",0.129,0.0,0.871,-0.5499
appdynamics,Here is the error log:,0.403,0.0,0.597,-0.4019
appdynamics,"06 6月 2017 00:55:59,461 ERROR [AD Thread Pool-Global0] DBAgentPollingForUpdate:30 - Fatal transport error while connecting to URL [/controller/instance/DBAGENT_MACHINE_ID/db-monit
  or-config/37784]: org.apache.http.NoHttpResponseException: davinci2017060100542331.saas.appdynamics.com:443 failed to respond
  06 6月 2017 00:55:59,473  WARN [AD Thread Pool-Global0] DBAgentPollingForUpdate:62 - Invalid response for configuration request from controller/could not connect.",0.295,0.0,0.705,-0.9333
appdynamics,"Msg: Fatal transp
  ort error while connecting to URL [/controller/instance/DBAGENT_MACHINE_ID/db-monitor-config/37784]
  06 6月 2017 00:56:00,026  INFO [-Scheduler-3] ADBCollector:141 - DB Collector DBSERVER01 is temporarily disabled.",0.228,0.0,0.772,-0.7351
appdynamics,"06 6月 2017 00:56:01,026  INFO [-Scheduler-3] ARelationalDBCollector:59 - (Re)initialize the DB collector 'DBSERVER01'.",0.0,0.0,1.0,0.0
appdynamics,"06 6月 2017 00:56:01,040  INFO [-Scheduler-3] MSSqlCollector:74 - Obtained connection for url jdbc:sqlserver://192.168.1.100:1433
  06 6月 2017 00:56:01,047  INFO [-Scheduler-3] MSSqlCollector:139 - SQL Server Version = 9.00.5057.00 ( 2005.0 )
  06 6月 2017 00:57:00,025 ERROR [-Scheduler-1] ADBCollector:172 -  Error collecting data for database 'DBSERVER01'
  com.microsoft.sqlserver.jdbc.SQLServerException: Incorrect syntax near 'sys'.",0.133,0.0,0.867,-0.7297
appdynamics,"at com.microsoft.sqlserver.jdbc.SQLServerException.makeFromDatabaseError(SQLServerException.java:216)
          at com.microsoft.sqlserver.jdbc.SQLServerStatement.getNextResult(SQLServerStatement.java:1515)
          at com.microsoft.sqlserver.jdbc.SQLServerPreparedStatement.doExecutePreparedStatement(SQLServerPreparedStatement.java:404)
          at com.microsoft.sqlserver.jdbc.SQLServerPreparedStatement$PrepStmtExecCmd.doExecute(SQLServerPreparedStatement.java:350)
          at com.microsoft.sqlserver.jdbc.TDSCommand.execute(IOBuffer.java:5696)
          at com.microsoft.sqlserver.jdbc.SQLServerConnection.executeCommand(SQLServerConnection.java:1715)
          at com.microsoft.sqlserver.jdbc.SQLServerStatement.executeCommand(SQLServerStatement.java:180)
          at com.microsoft.sqlserver.jdbc.SQLServerStatement.executeStatement(SQLServerStatement.java:155)
          at com.microsoft.sqlserver.jdbc.SQLServerPreparedStatement.executeQuery(SQLServerPreparedStatement.java:285)
          at com.singularity.ee.agent.dbagent.collector.db.relational.mssql.AMSSqlCollectorDelegate.collectDBMSMetrics(AMSSqlCollectorDelegate.java:335)
          at com.singularity.ee.agent.dbagent.collector.db.ADBCollectorDelegate.collectPerMinute(ADBCollectorDelegate.java:88)
          at com.singularity.ee.agent.dbagent.collector.db.ADBCollector.collect(ADBCollector.java:156)
          at com.singularity.ee.agent.dbagent.collector.db.ADBCollector.run(ADBCollector.java:139)
          at com.singularity.ee.util.javaspecific.scheduler.AgentScheduledExecutorServiceImpl$SafeRunnable.run(AgentScheduledExecutorServiceImpl.java:122)
          at java.util.concurrent.Executors$RunnableAdapter.call(Unknown Source)
          at com.singularity.ee.util.javaspecific.scheduler.ADFutureTask$Sync.innerRunAndReset(ADFutureTask.java:335)
          at com.singularity.ee.util.javaspecific.scheduler.ADFutureTask.runAndReset(ADFutureTask.java:152)
          at com.singularity.ee.util.javaspecific.scheduler.ADScheduledThreadPoolExecutor$ADScheduledFutureTask.access$101(ADScheduledThreadPoolExecutor.java:119)
          at com.singularity.ee.util.javaspecific.scheduler.ADScheduledThreadPoolExecutor$ADScheduledFutureTask.runPeriodic(ADScheduledThreadPoolExecutor.java:206)
          at com.singularity.ee.util.javaspecific.scheduler.ADScheduledThreadPoolExecutor$ADScheduledFutureTask.run(ADScheduledThreadPoolExecutor.java:236)
          at com.singularity.ee.util.javaspecific.scheduler.ADThreadPoolExecutor$Worker.runTask(ADThreadPoolExecutor.java:694)
          at com.singularity.ee.util.javaspecific.scheduler.ADThreadPoolExecutor$Worker.run(ADThreadPoolExecutor.java:726)
          at java.lang.Thread.run(Unknown Source)",0.0,0.0,1.0,0.0
appdynamics,I need to fetch the transaction scorecard data of a business application using the REST API of AppDynamics .,0.0,0.0,1.0,0.0
appdynamics,Following is the a sample view of AppDynamics Transaction Scorecard,0.0,0.0,1.0,0.0
appdynamics,"I have done through the AppDynamics REST API documentation to some extent,but not found anything so far .",0.0,0.0,1.0,0.0
appdynamics,Can anybody have any idea on this ?,0.0,0.0,1.0,0.0
appdynamics,I tried to call AppDynamics API using python requests but face an issue.,0.0,0.0,1.0,0.0
appdynamics,I wrote a sample code using the python client as follows...,0.0,0.0,1.0,0.0
appdynamics,It works fine.,0.0,0.474,0.526,0.2023
appdynamics,But if I do a simple call like the following,0.0,0.317,0.683,0.5023
appdynamics,I get the following response:,0.0,0.0,1.0,0.0
appdynamics,Am I doing anything wrong here ?,0.437,0.0,0.563,-0.4767
appdynamics,When I am invoking a REST URI from the browser using an URL like the following,0.0,0.161,0.839,0.3612
appdynamics,http://:/controller/rest/applications//business-transactions?output=JSON,0.0,0.0,1.0,0.0
appdynamics,and this is providing the output as,0.0,0.0,1.0,0.0
appdynamics,"This output is missing the indicator/field for severity information like WARNING,CRITICAL,NORMAL etc.",0.15,0.17,0.68,0.0772
appdynamics,How to get the severity information from the AppDynamics REST call ?,0.0,0.0,1.0,0.0
appdynamics,We have implemented AppDynamics in Jboss application.,0.0,0.0,1.0,0.0
appdynamics,We have load balancer and autoscalling which means we will have node registration when new server comes up.,0.0,0.0,1.0,0.0
appdynamics,The problem here is Java and Machine Agent.,0.278,0.0,0.722,-0.4019
appdynamics,"Java Agent can reuse name with prefix (Appd Controlled Node Names) , but machine agent node name need to be provided at configuration level.",0.0,0.0,1.0,0.0
appdynamics,We are getting two separate agents listed.,0.0,0.0,1.0,0.0
appdynamics,One is 100% with Machine Agent and another with Java agent.,0.0,0.0,1.0,0.0
appdynamics,We need Machine Agent will ping at same line.,0.0,0.0,1.0,0.0
appdynamics,https://i.stack.imgur.com/MhpeU.png,0.0,0.0,1.0,0.0
appdynamics,"What is the meaning and use of environment variables in the Python Agent configuration for App Dynamics, as documented here:",0.0,0.1,0.9,0.2732
appdynamics,https://docs.appdynamics.com/display/PRO42/Python+Agent+Settings,0.0,0.0,1.0,0.0
appdynamics,More specifically:,0.0,0.0,1.0,0.0
appdynamics,"If a value is set in the file and the corresponding environment variable is also set, which one takes precedence?",0.0,0.118,0.882,0.34
appdynamics,"If I want to use environment variables for some of these values, can they be omitted from the file?",0.0,0.2,0.8,0.4588
appdynamics,Can AppDynamics show the request or response being exchanged between different microservices systems.,0.0,0.0,1.0,0.0
appdynamics,"They show the call trace, but couldnt find the details of what is passing between the calls.",0.0,0.0,1.0,0.0
appdynamics,What are the differences in features between AppDynamics and Zipkin apart from the pricing since zipkin is opensource.,0.0,0.0,1.0,0.0
appdynamics,"Can any of them show request or response, in their console?",0.0,0.0,1.0,0.0
appdynamics,Is this comparison even valid?,0.0,0.0,1.0,0.0
appdynamics,Appdynamics does a lot of other things beyond crash logs.,0.252,0.0,0.748,-0.4019
appdynamics,So using Crittercism for crashlogs is a good idea or bad.,0.243,0.201,0.556,-0.1531
appdynamics,Consider below code:,0.0,0.0,1.0,0.0
appdynamics,"I could use AppDynamics ""Java POJO"" rule to create a business transaction to track all the calls to Job.process() method.",0.0,0.11,0.89,0.2732
appdynamics,But the measured response time didn't reflect real cost by the async thread started by java.util.concurrent.ExecutorService.,0.0,0.0,1.0,0.0
appdynamics,This exact problem is also described in AppDynamics document:  End-to-End Latency Performance  that:,0.184,0.0,0.816,-0.4019
appdynamics,"The return of control stops the clock on the transaction in terms of measuring response time, but meanwhile the logical processing for the transaction continues.",0.051,0.0,0.949,-0.0772
appdynamics,The same AppDynamics document tries to give a solution to address this issue but the instructions it provides is not very clear to me.,0.12,0.064,0.815,-0.3509
appdynamics,Could anyone give more executable guide on how to configure AppD to track async calls like the one shown above?,0.0,0.116,0.884,0.3612
appdynamics,We are in the process of configuring AppDynamics for one of our applications.,0.0,0.0,1.0,0.0
appdynamics,"Since there are many instances of the application, we want to add nodename with agentId and hostName so as to identify the different instances.",0.0,0.053,0.947,0.0772
appdynamics,"Below is how we are trying to do, but it does not seems to work:",0.0,0.0,1.0,0.0
appdynamics,Once I start the JVM the node name appears as CalculationEngine_null_null.,0.0,0.0,1.0,0.0
appdynamics,I was hoping nodename to come CalculationEngine_3_a301-564.com where 3 being the agentid and a301-564 being the host name.,0.0,0.157,0.843,0.4215
appdynamics,Also even if the host name parameter is not correct at least it should show CalculationEngine_3_null,0.0,0.0,1.0,0.0
appdynamics,What could be wrong here?,0.437,0.0,0.563,-0.4767
appdynamics,Or is it not possible?,0.0,0.0,1.0,0.0
appdynamics,I am using the ActiveMQ extension of AppDynamics.,0.0,0.0,1.0,0.0
appdynamics,It is good to start.,0.0,0.42,0.58,0.4404
appdynamics,With JMXRemote(enabled in artemis.profile) it is OK.,0.0,0.328,0.672,0.4466
appdynamics,"But, I want it from localhost.",0.0,0.266,0.734,0.1154
appdynamics,JMX is enabled by default for localhost for AMQ.,0.0,0.0,1.0,0.0
appdynamics,AMQ management console use jmx internally and it works without JMXRemote enabled.,0.0,0.0,1.0,0.0
appdynamics,What service URL jolokia use internally to connect using JMX from localhost?,0.0,0.0,1.0,0.0
appdynamics,I have tryed with following URL:,0.0,0.0,1.0,0.0
appdynamics,"serviceUrl: ""service:jmx:rmi:///jndi/rmi://:1099/jmxrmi""",0.0,0.0,1.0,0.0
appdynamics,I'm trying to determine if AppDyanmics support Opentracing.,0.0,0.278,0.722,0.4019
appdynamics,I've looked in the app dynamics site and stack overflow but can't find a clear answer.,0.16,0.089,0.75,-0.3018
appdynamics,"Thanks,
Carlos",0.0,0.744,0.256,0.4404
appdynamics,We have a JBoss fuse ESB instance Running Version 6.3.0.,0.0,0.0,1.0,0.0
appdynamics,"With this, Installed as a Service using tanuki wrapper.",0.0,0.0,1.0,0.0
appdynamics,When passing the javaagent Argument The Application (hawtio)Breaks.,0.263,0.0,0.737,-0.3612
appdynamics,we have tried passing the argument in the following files:,0.217,0.0,0.783,-0.3612
appdynamics,JBOSSHOME/bin/karaf/,0.0,0.0,1.0,0.0
appdynamics,JBOSSHOME/etc/jboss-fuse-wrapper.conf,0.0,0.0,1.0,0.0
appdynamics,-javaagent:/agenthome/javaagent.jar,0.0,0.0,1.0,0.0
appdynamics,"The JVM Loads the argument when it is passing in the wrapper.conf, but as mentioned before the application is not working when the argument is loaded in the JVM.",0.156,0.0,0.844,-0.6124
